,Titel,Artikel,Datum
5863,Transport Online - Vrachtwagens botsen in drukke avondspits [+foto],"Vrachtwagens botsen in drukke avondspits  MIDDELRODE - In de avondspits van maandagavond gebeurden er diverse ongevallen. Zo ook onder Middelrode waar op de N279 twee vrachtwagens achter op elkaar botsten. 


Door het ongeval liep het overige verkeer de nodige vertraging op op de weg tussen 's Hertogenbosch en Helmond. Over eventuele slachtoffers is niets bekend. In de loop van de avond zou een van de vrachtwagens worden afgesleept waarna de weg weer geheel vrij was. ",10/04/2019
5864,Transport Online - Vrouw gewond bij aanrijding in Veldhoven,"Vrouw gewond bij aanrijding in Veldhoven VELDHOVEN - Vrijdagmiddag rond 14.35 uur is een fietsster  gewond geraakt bij een verkeersongeval op de Broekweg.  


Een 45-jarige man uit Helmond reed in zijn vrachtwagen over de Broekweg en bij een verkeerssluis week hij uit naar rechts om tegemoetkomend verkeer voor te laten.  


Daarbij zag hij de vrouw op de fiets die naast de vrachtwagen fietste over het hoofd en botste tegen haar aan. ",10/04/2019
5865,Transport Online - Traumaheli ingezet bij ongeval met vrachtwagen,"Traumaheli ingezet bij ongeval met vrachtwagen ROTTERDAM - Bij een ongeval ter hoogte van knooppunt Benelux tussen een vrachtwagen en twee personenauto's, zijn gewonden gevallen. Medische bijstand werd onder andere verricht door bemanning van een traumahelicopter. 


Drie rijstroken tussen Heijplaat en knooppunt Benelux moesten daardoor worden afgesloten. De vertraging voor het verkeer was groot.  


Er werd een omleiding ingesteld om de overlast zoveel mogelijk te beperken. Verkeer richting Rotterdam moest omrijden via de A16 (hoofdrijbaan), A20 en A4.",10/04/2019
5866,Transport Online - Fietser verongelukt bij ongeval met vrachtwagen [Update +foto],"AMSTERDAM - Een 58-jarige man uit Amsterdam is woensdagochtend 17 maart rond half negen overleden na een verkeersongeval met een vrachtwagen op de Prins Hendrikkade.  


De exacte toedracht van de dodelijke aanrijding is nog niet helemaal duidelijk. Wel staat vast dat de vrachtwagen, een trekker met oplegger combinatie met gipsbetonnen blokken, op de Prins Hendrikkade rechtsaf sloeg, de Oosterdokskade op. Daarbij heeft de chauffeur de fietser, die rechtdoor wilde rijden richting het Centraal Station, geschept.  

 


Het slachtoffer was op slag dood. De 58-jarige vrachtwagenchauffeur is aangehouden en meegenomen naar het politiebureau voor verhoor. ",10/04/2019
5867,Transport Online - Geld ligt op straat [+foto's],"AMSTERDAM - Op de IJdoornlaan in Amsterdam-Noord is maandagmiddag een geldwagen gekanteld. 


Hoe het ongeluk heeft kunnen gebeuren is nog onbekend. 


Met veel materieel en vakmanschap is de geldwagen uiteindelijk weer op zijn wielen gezet.  

 


Er waren geen andere voertuigen bij het ongeval betrokken. Of er gewonden zijn gevallen is nog niet bekend gemaakt.",10/04/2019
5868,Transport Online - Bijrijder gewond na aanrijding met bus,"Bijrijder gewond na aanrijding met bus SWIFTERBANT - Maandagochtend is een 42-jarige man uit Kampen gewond geraakt bij een aanrijding op de kruising Dronterringweg met de Swifterringweg.  


Rond 06.00 uur reed een 19-jarige bestuurder met zijn personenauto de kruising op en kwam in aanrijding met een Connexxionbus. Zijn 42-jarige passagier raakte daarbij gewond en werd met nekletsel vervoerd naar het ziekenhuis.  


De bus was buiten dienst en vervoerde op dat moment geen personen.  

 


Zowel de auto als de bus zijn door een bergingsbedrijf weggesleept. Specialisten van het verkeersongevallenteam onderzoeken de toedracht van de aanrijding. ",10/04/2019
5869,Transport Online - Motorrijder om het leven gekomen bij ongeval,"Motorrijder om het leven gekomen bij ongeval NEDERHOSRT DEN BERG - Op de N201 Uithoorn - Hilversum is maandagmorgen een ernstig ongeval gebeurd waarbij een motor en een vrachtwagen betrokken waren. De bestuurder van de motor is om het leven gekomen. 


Het ongeval vond plaats op de Vreelandseweg ter hoogte van Nederhorst den Berg. De N201 is hierdoor tussen de N523 naar Nederhorst den Berg en de weg naar Kortenhoef in beide richtingen afgesloten.  


De rijbanen zijn inmiddels vrijgegeven meldt de Verkeersinformatiedienst.",10/04/2019
5870,Transport Online - Onder invloed in sloot beland,"Onder invloed in sloot beland EIBERGEN - De politie heeft in de nacht van donderdag op vrijdag 12 maart een 64-jarige man uit Almelo aangehouden voor het rijden onder invloed van alcohol. De man raakte met zijn vrachtwagen op de Groenloseweg in de sloot. Hij raakte niet gewond.  


De politie kreeg omstreeks 00.40 uur melding van het ongeval. De 64-jarige man raakte met zijn vrachtwagen in de sloot. Een blaastest ter plaatse wees uit dat de man onder invloed van alcohol was. Hierop is de man aangehouden en overgebracht naar het politiebureau. 


Doordat de man lichamelijk niet in staat was een goede ademanalyse af te leveren, is er een bloedproef afgenomen om vast te stellen hoeveel de man gedronken heeft. De uitslag daarvan is over enkele dagen bekend. De man is heengezonden met een rijverbod en een proces-verbaal.",10/04/2019
5871,Transport Online - Groot ongeval met 200 voertuigen in Duitsland,"Groot ongeval met 200 voertuigen in Duitsland AUGSNBURG - Op de A8 nabij het Duitse Augsburg, zijn vanochtend meer dan 30 vrachtwagens en ongeveer 170 personenwagens betrokken geraakt bij een ongeval. Dat meldt de plaatselijke brandweer.  


Het ongeval gebeurde in de richting van München. De autosnelweg werd voor onbepaalde tijd afgesloten. 


Bij het ongeval raakten voor zover bekend ongeveer 25 mensen gewond. Het ongeval vond vanmorgen rond 7.00 uur plaats.  


De opruimwerkzaamheden zullen mogelijk nog de hele middag duren.",10/04/2019
5872,Transport Online - Vrachtwagen belandt in de berm [+foto's],"Vrachtwagen belandt in de berm  KOLHAM - Een vrachtwagenchauffeur heeft donderdagmiddag op de A7 in Kolham veel geluk gehad nadat hij van de weg was geraakt en twee meter lager in de berm terecht kwam. 


De vrachtwagen plus trailer kwam in de berm vlak naast een sloot tot stilstand. Een bergingsbedrijf heeft enige tijd nodig gehad om de combinatie weer op de weg te trekken. 


Eén rijbaan van de A7 was afgezet wat zorgde voor een lange file. Hoe het ongeval kon gebeuren is niet bekend.",10/04/2019
5873,Transport Online - Fietser lichtgewond bij aanrijding,"Fietser lichtgewond bij aanrijding ERMELO - Een 68-jarige man uit Putten raakte woensdag 10 maart lichtgewond bij een aanrijding op de rotonde van de Harderwijkerweg met de Stationsstraat in Ermelo. De man is ter plaatse door het ambulancepersoneel behandeld aan een kleine hoofdwond. 


De hulpdiensten kregen omstreeks 10:00 uur de melding van het ongeval. Een 40-jarige vrachtwagenchauffeur uit Lunteren had bij het optrekken bij de rotonde de 68-jarige Puttenaar op zijn fiets over het hoofd gezien en deze licht aangetikt. 


Hierop is de fietser gevallen. Zijn verwondingen bleken mee te vallen en de man is ter plaatse door het ambulancepersoneel behandeld.",10/04/2019
5874,Transport Online - Ongeval met vrachtwagen op A2 [+foto],"Ongeval met vrachtwagen op A2  EINDHOVEN - Een automobiliste is woensdag aan het begin van de avond goed weg gekomen bij een ongeval op de A2 bij Eindhoven.  


De vrouw kwam ter hoogte van knooppunt Batadorp in botsing met een Tsjechische vrachtwagen. Dat gebeurde kort voor half zeven in de rijrichting van Den Bosch.  


Vermoedelijk heeft een van beide bestuurders de ander over het hoofd gezien bij het wisselen van rijstrook. Omdat aanvankelijk werd uitgegaan van een mogelijk ernstig ongeval rukten politie, brandweer en ambulancedienst met de hoogste prioriteit uit naar het ongeval.  


Eenmaal ter plaatse bleek de situatie gelukkig erg meegevallen. De auto van de vrouw was dwars voor de vrachtwagen komen te staan en moest worden afgesleept door een bergingsbedrijf. Zijzelf raakte niet gewond.",10/04/2019
5875,Transport Online - Vrachtwagenchauffeur verlaat plaats van ongeval,"Vrachtwagenchauffeur verlaat plaats van ongeval NIJKERK - Een 30-jarige Tsjechische vrachtwagenchauffeur is dinsdagmorgen 9 maart aangehouden in Nijkerk. Hij zou na een aanrijding met een auto zijn doorgereden. 


Agenten kregen 's morgens te horen dat er op de Oude Barneveldseweg een botsing had plaatsgevonden. Zij gingen ter plaatse en zagen enkel een geparkeerde personenauto staan. Dit voertuig had schade aan de zijkant (krassen en ingeklapte spiegel).  


Volgens de melder had een vrachtwagen de zijkant van de auto geraakt. Naar de vrachtwagen werd vervolgens uitgekeken en men kwam deze tegen op de Havenlijn. Hier werd de bestuurder aangehouden.",10/04/2019
5876,Transport Online - Vrachtwagenchauffeur komt om het leven bij ongeval E313,"Vrachtwagenchauffeur komt om het leven bij ongeval E313 HERENTALS - De 40-jarige vrachtwagenchauffeur Guido N. (40) uit het Belgische Bilzen is maandagnacht om het leven gekomen bij een ongeval op de E313 ter hoogte van Herentals-Industrie in de richting van Hasselt. Dat meldt de Belgische wegpolitie. 


Kort na middernacht reed een bestelwagen achterop een vrachtwagen van De Post. Mogelijk probeerde de bestuurder van de bestelwagen in te halen, maar dat mislukte. De chauffeur van de vrachtwagen verloor door de impact de controle over het stuur, raakte de middenberm en belandde tegen een verlichtingspaal. 


De klap was zo hevig dat de cabine loskwam van het chassis van de trekker. De bestuurder overleed ter plaatse. De chauffeur van de bestelwagen, uit Westerlo, raakte lichtgewond. 

 


De vrachtwagen stond dwars over de rijbaan. De snelweg werd anderhalf uur lang afgesloten. Het verkeer werd er omgeleid, maar gezien het late uur was er slechts een kleine file.",10/04/2019
5877,Transport Online - Vrachtwagen met vis gekanteld op A6,"Vrachtwagen met vis gekanteld op A6 OOSTERZEE - Op de A6 van Lemmer naar Joure is een vrachtwagen gekanteld. 


Ter hoogte van de afrit Oosterzee (18) is de vrachtwagen door onbekende oorzaak in de naastliggende sloot terecht gekomen. De lading is na deze manouvre eveneens gedeeltelijk in de sloot terecht gekomen. Volgens een verkeersinformant van de VID zou deze lading 15 ton vis zijn.  


Doordat het geheel langs de rijbaan van de A6 heeft plaats gevonden levert dit tot nu toe nog geen file of vertraging op. ",10/04/2019
5878,Transport Online - Chauffeur en zoontje met de schrik vrij [+foto],"Chauffeur en zoontje met de schrik vrij  ENGWIERUM - Zaterdagmiddag is een vrachtwagencombinatie geschaard op de Saatsenwei bij Engwierum. De vrachtwagen reed richting Engwierum en week iets uit voor de toevallig naderende politieauto. Het uitwijken had grote gevolgen want het linker voorwiel raakte in de berm waarna er geen houden meer aan was.  


De combinatie schaarde door de berm kwam uiteindelijk met de achterzijde deels in de sloot tot stilstand. Ook de politieauto moest uitwijken om een aanrijding te voorkomen.  


De vrachtwagenchauffeur en zijn zoontje kwamen met de schrik vrij. Het zoontje kreeg van de politie een Good Bear voor de schrik.  


Het wegdek werd door opspattend modder over een lengte van 75 meter bevuilt. Bergingsbedrijf Broekhuizen moest met drie bergingswagens, waaronder een telescoopkraan, ter plaatse komen om de vrachtwagen te bergen.  


Gedurende de werkzaamheden was de weg door de politie afgesloten voor het al het verkeer. ",10/04/2019
5879,Transport Online - Man verwond door achteruitrijdende vrachtwagen,"Man verwond door achteruitrijdende vrachtwagen ARNHEM - Op 5 maart is rond 15.55 uur een man gewond geraakt bij een bedrijfsongeval op de Nieuwe Havenweg in Arnhem.  


De man liep op het bedrijventerrein en werd door een achteruitrijdende vrachtwagen aangereden. De man, een 58-jarige Westervoorter, werd met hoofdwonden overgebracht naar het Radboudziekenhuis in Nijmegen. 


Aangezien het voorval plaatsvond op een besloten bedrijfsterrein doet de Arbeidsinspectie onderzoek naar het bedrijfsongeval.",10/04/2019
5880,Transport Online - Geschaarde vrachtwagen op A15 zorgt voor overlast,"Geschaarde vrachtwagen op A15 zorgt voor overlast RIDDERKERK - Een incident met een geschaarde aanhanger op de A15 ter hoogte van de Noordtunnel in de richting van Ridderkerk veroorzaakt veel overlast.  


Ter hoogte van de Noordtunnel zijn twee afgesloten rijstroken en tussen Sliedrecht en de Noordtunnel staat een file.  


Er is een omleiding ingesteld bij Gorinchem. Verkeer richting Ridderkerk moet de borden Breda volgen. Dat kan via de A27 de A59 en de A16 meldt de Verkeersinformatiedienst. ",10/04/2019
5881,Transport Online - Roemeense trucker te druk met koffie inschenken,"Roemeense trucker te druk met koffie inschenken ASSENEDE - De botsing tussen twee vrachtwagens in het Oost-Vlaamse Assenede woensdagmorgen werd vermoedelijk veroorzaakt doordat een van de vrachtwagenchauffeurs niet zat op te letten. Dat zegt de Belgische politie.  


De bestuurder remde niet voor zijn voorligger, omdat hij een kop koffie aan het inschenken was.  


Het ongeval gebeurde rond 6.45 uur in de richting van Antwerpen. De voorste vrachtwagen was aan het afremmen voor de verkeerslichten ter hoogte van de Stroomstraat, toen hij zag dat de achterligger in volle snelheid kwam aangereden.  

 


Hij probeerde nog via de vluchtstrook uit te wijken, maar werd van achteren aangereden. Niemand raakte gewond, maar de schade was groot. De voorste vrachtwagen raakte een verlichtingspaal, die omviel op de rijbaan in de richting van Knokke. 


De bestuurder van de achterste vrachtwagen, een Roemeen, erkende de onoplettendheid. De man verklaarde dat hij net een kop koffie aan het inschenken was en dat hij daarom niet heeft geremd.",10/04/2019
5882,Transport Online - Ongeval met twee vrachtwagens op A2,"Ongeval met twee vrachtwagens op A2 WAARDENBURG - Woensdagmorgen omstreeks 09.30 uur zijn twee vrachtwagens met elkaar in botsing gekomen. Het ongeluk gebeurde op de A2 links ter hoogte van Waardenburg.  


Een 32-jarige vrachtwagenbestuurder uit Uden reed over de A2 in de file. Een 39-jarige collega vrachtwagenchauffeur uit Raamsdonksveer die achter hem reed, botste achter op zijn voorganger. Hij vertelde met zijn voet van het pedaal te zijn geschoten.  


De 32-jarige man uit Uden klaagde over zijn rug en is naar het ziekenhuis in Utrecht overgebracht. ",10/04/2019
5883,Transport Online - Bejaarde vrouw doodgereden door Servische trucker,"Bejaarde vrouw doodgereden door Servische trucker LUIK(B) - In het Belgische Luik is een bejaarde vrouw gestorven nadat ze omver werd gereden door een vrachtwagen. Het ongeval vond dinsdagmiddag plaats aan de boulevard Fosse Crahay, bij de afrit van de autosnelweg. 


De vrachtwagen, geregistreerd in Servië, kwam van de autosnelweg af toen de chauffeur besefte dat hij zich in de weg vergist had. De man maakte rechtsomkeerd om terug de autosnelweg op te kunnen rijden, maar reed daarbij de voorbijgangster aan. ",10/04/2019
5884,Transport Online - A29 afgesloten na ongeval met drie vrachtwagens,"A29 afgesloten na ongeval met drie vrachtwagens WILLEMSTAD - Op de A29 Bergen op Zoom - Rotterdam is de gehele rijbaan tussen het knooppunt Sabina en Willemstad afgesloten. Ter hoogte van Willemstad zijn drie vrachtwagens betrokken geraakt bij een ongeval, waarbij ook sprake is van letsel. 


Het verkeer richting Rotterdam wordt geadviseerd op het knooppunt Sabina de borden Dordrecht te volgen, via de A59/A17/A16/A15).  


Rijkswaterstaat verwacht dat de A29 tot 11:00 uur afgesloten zal blijven voor het verkeer.",10/04/2019
5885,Transport Online - Gewonde bij aanrijding vrachtwagen en bestelbus,"Gewonde bij aanrijding vrachtwagen en bestelbus HUNSEL - Bij een aanrijding op de A2 die rond 1.30 uur plaatsvond, is een 21-jarige man uit Gemert met onbekend letsel naar het ziekenhuis gebracht. Het slachtoffer bestuurde het busje dat tijdens een inhaalmanoeuvre linksachter tegen een trekker met oplegger reed. Daardoor kwam het busje in een slip terecht en belandde in een sloot.  


De auto werd daarbij totaal vernield. De bestuurder kon zelf uit het voertuig komen. De medicijnen die op de weg terecht kwamen, waren afkomstig uit het busje.  


Zover bekend is de 40-jarige vrachtwagenchauffeur uit Tsjechië niet gewond geraakt. ",10/04/2019
5886,Transport Online - Drie vrachtwagens botsen op A27,"Drie vrachtwagens botsen op A27 HANK - Op de A27 Gorinchem - Breda zijn ter hoogte van Hank drie vrachtwagens met elkaar in botsing gekomen. Twee vrachtwagens konden op eigen kracht van de rijbaan komen, één vrachtwagen moet door een berger verplaatst worden. Vanaf Nieuwendijk is de rechterrijstrook afgesloten. 


In verband met de file (momenteel 7 kilometer tussen Avelingen en Hank) wordt het verkeer richting Breda/Antwerpen op het knooppunt Gorinchem geadviseerd de borden Rotterdam te volgen, via de A15/A16/A58).  


Rijkswaterstaat verwacht de gehele rijbaan om 10:30 uur weer vrij te kunnen geven meldt de Verkeersinformatiedienst.",10/04/2019
5887,Transport Online - Vrachtwagen met patat gekanteld,"Vrachtwagen met patat gekanteld ALMERE - Een gekantelde vrachtwagen geladen met friet zorgt voor een (provinciale)wegafsluiting in de provincie Flevoland. 


Het verkeer wordt ter plaatse omgeleid meldt de VerkeersinformatieDienst.",10/04/2019
5888,Transport Online - Auto achterop vrachtauto,"Auto achterop vrachtauto LAMBERTSCHAAG - Vannacht rond 04.15 uur kreeg een 54-jarige vrachtwagenchauffeur uit Medemblik op de snelweg A7 de schrik flink te pakken. Hij voelde een tik van achter zijn vrachtauto en dacht aan een lekke band.  


Toen hij zijn combinatie aan de kant zette bleek er een personenauto aan zijn vrachtwagen vast te zitten bij de wielkast. De 31-jarige bestuurder daarvan uit Hoorn was met hoge snelheid achterop gereden De 31-jarige man was nog wel aanspreekbaar maar verward. Hij is per ambulance naar het ziekenhuis in Hoorn vervoerd. Van zijn auto was het stuur afgebroken en de voorruit was vernield.  


De vrachtauto had opvallend weinig schade.",10/04/2019
5889,Transport Online - Vrachtwagen rijdt scootmobiel aan,"Vrachtwagen rijdt scootmobiel aan DE BILT  Op woensdag 24 februari vond op de Soestdijkseweg-Noord een aanrijding plaats tussen een vrachtwagen en een scoot-mobiel. De 50-jarige bestuurster van de scoot-mobiel raakte hierbij gewond. 


Rond 09.40 uur stonden beiden stil voor de kruising met de Bilderdijklaan. Op het moment dat de bestuurders tegelijkertijd wegreden werd de scoot-mobiel niet opgemerkt door de 45-jarige vrachtwagenchauffeur.  


Er volgde een aanrijding waarbij de vrouw, een inwoonster van Maartensdijk, gewond raakte aan haar gezicht en voor behandeling werd overgebracht naar het ziekenhuis.",10/04/2019
5890,Transport Online - Kiepwagen met zand gekanteld,"Kiepwagen met zand gekanteld LEERDAM - Een bestuurder van een kiepwagen gevuld met zand is op donderdagmorgen 25 februari gewond geraakt aan zijn arm toen het voertuig in de berm terecht kwam en kantelde. Dit gebeurde op de Horndijk bij de kruising bij de Meerdijk.  


De 45-jarige chauffeur uit Rijswijk (NB) kon via de voorruit uit de wagen worden bevrijd. De man is met een armfractuur naar het ziekenhuis gebracht.  


Vanwege het zand werd de weg enige tijd afgesloten voor het verkeer ",10/04/2019
5891,Transport Online - Vrachtwagen botst met goederentrein in Brugge,"Vrachtwagen botst met goederentrein in Brugge BRUGGE - In het Belgische Brugge is vanmiddag een vrachtwagen tegen een goederentrein gebotst. De vrachtwagenchauffeur raakte daarbij zwaargewond, maar verkeert niet in levensgevaar. 


Het ongeval gebeurde iets voor de middag. De goederentrein, geladen met auto's, versperde de rijbaan. Vermoedelijk was de vrachtwagenchauffeur door de laagstaande zon verblind, waardoor hij de goederentrein niet tijdig opmerkte. 


Het ongeval zorgt niet voor hinder voor treinreizigers. De sporen voor goederentransport zijn wel nog versperd.",10/04/2019
5892,Transport Online - Ongeval met drie vrachtwagens op A16 in Belgie,"Ongeval met drie vrachtwagens op A16 in Belgie SINT JOB IN 'T GOOR - Even voor 20:00 uur dinsdagavond heeft zich een ongeval voorgedaan met drie vrachtwagens op het Belgische gedeelte van de A16 (E19) ter hoogte van Sint Job in 't Goor richting Antwerpen.  


Eén chauffeur is daarbij bekneld komen te zitten. De oorzaak en de lading van de voertuigen is onbekend.  


Rijkswaterstaat had een omleiding ingesteld voor het verkeer richting Antwerpen op het knooppunt Klaverpolder. Dat verkeer werd geadviseerd Roosendaal/Bergen op Zoom te volgen en gebruik te maken van de A17 en A58 meldt de Verkeersinformatiedienst.",10/04/2019
5893,Transport Online - Vrachtwagencombinatie zorgt voor ravage,"Vrachtwagencombinatie zorgt voor ravage WINTERSWIJK - Een vrachtwagencombinatie zorgde maandag 22 februari voor een grote ravage op de Groenloseweg in Winterswijk. De 40-jarige chauffeur uit Noardburgum reed tegen een boom die vervolgens omknakte. Niemand raakte gewond.  


De politie kreeg omstreeks 17:00 uur de melding van het incident. De vrachtwagen was door onbekende oorzaak in de berm terechtgekomen. De chauffeur corrigeerde dit waardoor de aanhanger dusdanig begin te slingeren dat deze ter hoogte van de kruising met de Goorweg  een boom raakte die vervolgens door de klap afknapte.  


De aanhangwagen werd losgerukt van de vrachtwagen en raakte zwaar beschadigd. De chauffeur kwam met de schrik vrij. De dienst verkeersongevallen van de politie (VOA) kwam ter plaatse en deed onderzoek naar de toedracht van het ongeval. 

 


Tot laat in de avond is men bezig geweest om de ravage op te ruimen. De aanhangwagen werd weggesleept en Rijkswaterstaat heeft de boom geruimd en het wegdek schoongeveegd. Het verkeer van Groenlo naar Winterswijk ondervond nagenoeg geen hinder van het ongeval, het verkeer richting Groenlo werd omgeleid via de naastgelegen ventweg. ",10/04/2019
5894,Transport Online - Hoogwerker kiept tegen flat,"Hoogwerker kiept tegen flat HEERLEN - Vanmiddag is op de Putgraaf in Heerlen een hoogwerker tegen een flat gekiept, nadat één van de steunpoten van de hoogwerker plotseling in de grond was weggezakt. In de bak van de hoogwerker bevonden zich op dat moment twee werknemers van een schoonmaakbedrijf.  


De bak kwam door het omkiepen terecht op de bak van een kleinere hoogwerker, waarin op dat moment ook een werknemer stond. Doordat hij op tijd uit de bak wist te springen, bleef hij ongedeerd. Ook de twee mannen, die in de bak van de grote hoogwerker stonden, kwamen er met de schrik vanaf.  


De hoogwerker was bezig met werkzaamheden op de achtste verdieping, toen de steunpoot in de grond wegzakte. De vrachtwagencabine van de hoogwerker kwam tegen de ingang van het flatgebouw aan. Gemeenteambtenaren van Bouw- en Woningtoezicht zijn momenteel bezig met het inspecteren van de balkons, waarbij de schade vooralsnog beperkt lijkt te zijn schramschade.  

 


De omvang van de totale schade moet nog worden vastgesteld. Naar verwachting zullen de bergingswerkzaamheden nog enige tijd in beslag nemen.",10/04/2019
5895,Transport Online - Vrachtwagen met pallets gekanteld op A67 [+foto's],"Vrachtwagen met pallets gekanteld op A67  


Het ongeval gebeurde doordat de remmen van de vrachtwagen vast sloegen. De vrachtwagen is als gevolg daarvan door de middenberm geschoten en gekanteld. Het is niet bekend of er ook gewonden zijn. 


De berging van de vrachtwagen gaat zeker tot 10:00 uur vanochtend duren. Tussen Asten en Someren is de weg dan ook afgesloten en het verkeer wordt ter plaatse omgeleid. Tussen Helden en Someren staat inmiddels een file van 15 km (langzaam rijdend verkeer).  


Verkeer richting Eindhoven wordt op het knooppunt Zaarderheiken geadviseerd via Maastricht te rijden over de A73 en de A2 meldt de Verkeersinformatiedienst.",10/04/2019
5896,Transport Online - Zes doden bij ongeval in Wenen,"Zes doden bij ongeval in Wenen WENEN - Bij een botsing tussen twee vrachtwagens en een Duitse bus in Wenen zijn zondagnacht zes mensen om het leven gekomen. Twintig anderen raakten gewond.  


Het ongeval gebeurde op de A21-snelweg, die glad was door de vorst. De politie weigert de identiteit van de slachtoffers vrij te geven omdat het onderzoek nog bezig is. 


In een eerste bericht werd melding gemaakt van een Roemeense en een Slovaakse vrachtwagen die achter elkaar reden toen een bus uit de andere richting frontaal op hen inreed.  

 


Aan boord van de bus zaten in totaal 38 mensen. Vier van de doden zouden volgens onbevestigde berichten in de bus gezeten hebben.",10/04/2019
5897,Transport Online - Vrachtwagen met zeecontainer op zijn kant,"Vrachtwagen met zeecontainer op zijn kant APELDOORN - Op donderdagmiddag 18 februari is een vrachtwagen met op zijn aanhanger een zeecontainer vol oud papier op z'n kant beland. Dit gebeurde tijdens het nemen van de bocht bij de kruising van de Europalaan met de Laan van Westenenk in Apeldoorn. Er raakte niemand gewond.  


De politie kreeg omstreeks 12:30 uur de melding van het incident. De zeecontainer was met de aanhanger op zijn kant op de rijbaan beland. Een sleepbedrijf heeft de aanhanger die ook was meegedraaid weer rechtop gezet en ook de container opgetakeld.  


De verkeersongevallendienst heeft een onderzoek in gesteld naar de toedracht van het incident. Vermoedelijk is de container verkeerd beladen en heeft hij niet goed vastgezeten. De Laan van Westenenk is enige tijd afgesloten geweest voor verkeer komende vanaf de Europaweg en de Laan van Spitsbergen. ",10/04/2019
5898,Transport Online - Vrachtwagen met kippen gekanteld [+foto],"Vrachtwagen met kippen gekanteld  BORN - Een gekantelde vrachtwagen veroorzaakt op de A2 tussen Eindhoven en Maastricht veel overlast. Rond 02:45 uur kwam de wagen ter hoogte van Born op zijn kant te liggen en wisten veel kippen te ontsnappen. Ook kwam er olie op het wegdek terecht. 


Ter hoogte van Born is hierdoor de rechterrijstrook afgesloten. Ter hoogte van het knooppunt Leenderheide is een omleiding ingesteld. Verkeer richting Keulen kan omrijden via Venlo (A67, A61 (D)). Tussen Sint Joost en Born is een file onstaan van 12 kilometer. De andere kant uit richting Eindhoven is ter hoogte van Born een kijkersfile van 3 kilometer ontstaan.  

 


In verband met het vangen van de kippen en bergingswerkzaamheden en het verwijderen van de olie is de weg tot nader bericht afgesloten tot na de ochtendspits meldt de VerkeersinformatieDienst.",10/04/2019
5899,Transport Online - Vrachtwagen op zijn kant,"Vrachtwagen op zijn kant WESTLAND/WATERINGEN  Een 19-jarige bestuurder van een kleine vrachtwagen belandde woensdag 17 februari om 11.35 uur met zijn vrachtauto op zijn kant. De man kwam op de rotonde van de Noordweg in botsing met een bestuurder van een personenauto.  


Vermoedelijk door een combinatie van een te hoge snelheid en de botsing kantelde de vrachtwagen.  


De chauffeur kwam met de schrik vrij. De inzittenden van de personenauto (21 en 17 jaar) hielden licht letsel aan het ongeval over.",10/04/2019
5900,Transport Online - Aanrijding personenauto met vrachtwagen,"Aanrijding personenauto met vrachtwagen HOEK - Bij een aanrijding raakten donderdag omstreeks 07.45 uur een vrachtwagen en een personenauto beschadigd.  


Een 40-jarige vrachtwagenchauffeur uit Breskens stond stil op de Spanjaardsweg om rechtsaf te slaan richting de N61. Bij het optrekken werd hij rechts nog even snel ingehaald door een 58-jarige automobilist uit de gemeente Terneuzen die voor hem de N61 op wilde rijden.  


Deze actie mislukte en een aanrijding tussen beide voertuigen was het gevolg. De personenauto raakte over de gehele linkerzijde beschadigd. De vrachtwagen had schade aan de rechterzijde. ",10/04/2019
5901,Transport Online - Aanrijding op Rijksweg A12 ,"Aanrijding op Rijksweg A12  WOERDEN - Bij een ongeval op de Rijksweg A12 raakte op maandag 15 februari een inzittende gewond. Rond 14.00 uur reed een 34-jarige automobiliste uit Apeldoorn met haar auto over de A12 in de richting van Gouda.  


Bij haar in de auto zaten een 30-jarige plaatsgenoot en een 51-jarige vrouw uit Ugchelen. De Apeldoornse reed over de middelste rijstrook. Toen ter hoogte van Woerden een vrachtwagen van de rechter rijstrook naar links kwam, moest de Apeldoornse naar links uitwijken.  


Daarbij verloor zij de macht over het stuur. De auto reed daardoor via de linker rijstrook, de middenberm in en botste tegen de vangrail. Door het ongeval sloeg de vrouw uit Ugchelen met haar hoofd tegen een zijruit van de auto, waarbij de ruit sneuvelde en de vrouw gewond raakte.  

 


Zij werd per ambulance naar het Groene Hartziekenhuis in Gouda gebracht. De andere betrokkenen raakten niet gewond. De auto moest worden weggesleept.",10/04/2019
5902,Transport Online - Ongeval in Tunnel onder Noord A15 [+foto],"Ongeval in Tunnel onder Noord A15  ALBLASSERDAM - Bij een inhaalactie tussen twee vrachtauto's is in de Tunnel onder Noord op de A15 nabij Alblasserdam iets mis gegaan.  


Bij het terug invoegen zag de bestuurder van een van de vrachtauto's een kleine personenauto over het hoofd door de dode hoek.  


De personenauto werd geschampt en sloeg over de kop. De hulpdiensten rukten uit maar uiteindelijk hoefde er niemand mee met de GGD.",10/04/2019
