Titel,Artikel,Datum
Voetganger zwaargewond na botsing met auto op N307 bij Enkhuizen - NH Nieuws,"Voetganger zwaargewond na botsing met auto op N307 bij Enkhuizen - NH Nieuws Voetganger zwaargewond na botsing met auto op N307 bij Enkhuizen 18 april 2019, 18.54 uur Amoureus Media / Wesley Boots ENKHUIZEN - Een man is aan het einde van de middag zwaargewond geraakt bij een ongeluk op de N307. Het slachtoffer stak de weg over en werd toen geschept door een auto.  Een traumateam kwam naar de plek om medische hulp te bieden. Het slachtoffer is uiteindelijk met spoed overgebracht naar het ziekenhuis. De politie heeft de aanrijding in onderzoek.",?/?/????
Motorrijder ernstig gewond bij aanrijding in Hengelo - RTV Oost,"
								Motorrijder ernstig gewond bij aanrijding in Hengelo
							 
						Een motorrijder is vanavond in Hengelo ernstig gewond geraakt bij een aanrijding met een auto. De gewonde is met spoed per ambulance naar het ziekenhuis gebracht.
					 Het ongeluk gebeurde op de Haaksbergerstraat, waar de motorrijder door de aanrijding onderuit ging. Een opgeroepen traumahelikopter bleek niet nodig, de trauma-arts is ter assistentie met de ziekenwagen meegegaan. Hoe het ongeluk kon gebeuren, is niet bekend. De Verkeersongevallenanalyse onderzoekt het ongeval, tot die tijd blijft de weg afgesloten.",18/4/2019
Vier gewonden bij verkeersongeluk op Erasmusbrug - RTV Rijnmond,"
								Vier gewonden bij verkeersongeluk op Erasmusbrug
							 
						Op de Erasmusbrug in Rotterdam zijn drie auto's donderdagavond rond 21:30 uur betrokken geraakt bij een verkeersongeval. Vier personen raakten gewond en moesten naar het ziekenhuis worden gebracht.
					 Wat er precies is gebeurd is onduidelijk, dat gaat de politie onderzoeken. Het ongeval op de rijbaan van Noord naar Zuid zorgde voor een flinke verkeersopstopping, ook verkeer dat richting centrum wilde werd tegengehouden. Even na 23:30 uur werd de brug weer vrijgegeven. Bij de botsing was wat benzine vrijgekomen, de brandweer heeft het opgeruimd.",18/4/2019
Motorrijder gewond na ongeluk op Mauritskade  - AT5,"Motorrijder gewond na ongeluk op Mauritskade  - AT5 Motorrijder gewond na ongeluk op Mauritskade  18 april 2019, 20.00 uur 18 april 2019, 20.26 uur Inter Visual Studio/Lorenzo Derksen Een motorrijder is vanavond gewond geraakt bij een ongeluk op de Mauritskade. Het slachtoffer is naar het ziekenhuis overgebracht. 
 Het ongeluk vond rond 19:15 uur plaats. Tot zover bekend zijn er geen andere verkeersdeelnemers bij het ongeluk betrokken en gaat het dus om een eenzijdig ongeluk. Over de ernst van het letsel is nog niets bekend. Ook is nog niet duidelijk hoe het ongeluk precies heeft kunnen gebeuren.  Inter Visual Studio/ Lorenzo Derksen",?/?/????
Inbrekers knallen tegen politieauto in Zwolle tijdens achtervolging | Zwolle | destentor.nl,"Foto ter illustratie. Inbrekers knallen tegen politieauto in Zwolle tijdens achtervolging 
									Een Zwollenaar en een man uit Dedemsvaart zitten in de cel nadat ze tijdens hun vlucht voor de politie tegen een politieauto zijn gereden. De twee worden ook verdacht van inbraak.  Volgens een woordvoerder van de politie Oost-Nederland zijn de twee donderdag opgepakt en zitten ze nog steeds vast. Het duo zou tijdens hun vlucht zelfs door een speeltuin in Zwolle zijn gereden. Dat kan de woordvoerder niet bevestigen.  De Zwollenaar (een dertiger) en de Dedemsvaarter (een veertiger) werden na een achtervolging op de Haring vliet in Zwolle in de boeien geslagen. Dat gebeurde nadat ze eerder in de buurtschap Herfte betrapt waren tijdens een woninginbraak. ",?/?/????
Motor van achteren aangereden door vrachtwagen in Amsterdam - NH Nieuws,"Motor van achteren aangereden door vrachtwagen in Amsterdam - NH Nieuws Motor van achteren aangereden door vrachtwagen in Amsterdam 17 april 2019, 08.37 uur AMSTERDAM - Een vrachtwagen is vanmorgen rond 7.00 uur op de Radarweg in Amsterdam Westpoort achterop een motorrijder gebotst. Door de klap is de motor gedeeltelijk onder de truck terechtgekomen. Om die er onder vandaan te krijgen, moest de truck volgens een getuige met zwaar materieel worden opgetild.  De motorrijder is nagekeken in de ambulance, maar hoefde niet mee naar het ziekenhuis, meldt  . De vrachtwagen is door de botsing aan de voorzijde beschadigd geraakt. ",?/?/????
Ongeluk op A9 bij Heemskerk: weg gedeeltelijk dicht  - NH Nieuws,"Ongeluk op A9 bij Heemskerk: weg gedeeltelijk dicht  17 april 2019, 06.19 uur 17 april 2019, 09.10 uur HEEMSKERK - Slecht nieuws voor verkeer op de A9 van Amstelveen naar Alkmaar: omdat er ter hoogte van Heemskerk een auto is gecrasht, is  de weg daar gedeeltelijk dicht.  Volgens een getuige gaat het om een taxi die door nog onbekende reden in rechterberm terecht kwam, de vangrail aantikte, in de slip raakte en midden op de weg tot stilstand kwam.  De twee inzittenden zouden met de schrik zijn vrijgekomen. Omdat de taxi een elektrische exemplaar betreft en na het ongeluk een vreemd geluid maakte, werd ook de brandweer opgeroepen.  Door de botsing tegen de vangrail lag ook de weghelft richting Amstelveen bezaaid met brokstukken. Nadat was opgeruimd, moest ook de beschadigde vangrail worden vervangen. Hoe laat dat werk is afgerond, is niet bekend.  Aanvankelijk meldde de ANWB dat de snelweg volledig werd afgesloten, maar volgens Rijkswaterstaat gaat het tussen Beverwijk-Oost en knooppunt Beverwijk inmiddels nog slechts om de linkerrijstrook. De verbindingsweg van de A22 naar de A9 is wel even helemaal dicht geweest.",?/?/????
Automobilist overleden nadat hij Zwolse stadsgracht in reed | Zwolle | destentor.nl,"Automobilist overleden nadat hij Zwolse stadsgracht in reed Een 57-jarige man uit Wolvega  is om het leven gekomen nadat hij vanochtend met zijn auto de Zwolse stadsgracht in was gereden.  Harmke de Vries en Cor van Dalen Hij werd door duikers van de brandweer uit het water gehaald en met spoed overgebracht naar het ziekenhuis. Daar overleed hij enige tijd later, zo laat een politiewoordvoerster weten. Tegen zes uur kreeg de politie de melding dat een auto vanaf de Burgemeester Roelenweg, bij de rotonde met de Schuttevaerkade, rechtdoor was gereden. De auto raakte daarbij een geparkeerde auto en kwam in de stadsgracht terecht. Toen de agenten ter plaatste kwamen dreef het voertuig nog net boven water. Twee agenten sprongen water in om de bestuurder uit de auto te halen. Die reddingspoging mislukte en de auto verdween onder water. Omdat de auto was gezonken, werd een duikteam van de brandweer opgeroepen om het voertuig met de bestuurder te lokaliseren. De duikers vonden de auto, haalden de man er uit, waarna op de wal een reanimatie werd gestart.  Het slachtoffer werd in kritieke toestand per ambulance naar het ziekenhuis  gebracht, maar overleed daar. De traumahelikopter was ook nog opgeroepen, maar die bleek niet nodig te zijn.  Het Verkeers Ongevallen Analyse-team van de politie heeft onderzoek gedaan en de auto is geborgen.",18/04/19
Omroep Flevoland - Nieuws - Gewonde bij ongeval op A27," Twitter card display  Bij een ongeluk op de A27 bij Almere is woensdagmiddag iemand gewond geraakt. De politie meldt dat het waarschijnlijk gaat om een eenzijdig ongeval met een motorrijder. Twee ambulances en een traumahelikopter zijn op de plaats van het ongeluk geweest. De verbindingsweg van de A27 naar de A6 richting Lelystad is een tijd lang afgesloten geweest vanwege onderzoek en opruimwerkzaamheden.  
                            Woensdag 17 april
                     

        Hoop dat t goed komt met de motorrijdster en tof van alle mensen die hulp boden. Zou vaker moeten gebeuren
     
                            Woensdag 17 april
                     

        Kwam aanrijden met vrachtwagen toen het net gebeurd was, de motorrijdster lag in een rare positie tegen de vangrail aan op een gevaarlijke plek, heb de vrachtwagen ervoor gezet om alle hulp maar een beetje te beschermen, wat ik niet begrijp is dat er dan mensen zijn die als er iemand met alarmlichten aan op de rijstrook staat er alsnog volgas voorbij vliegen..... hoop dat het goed gaat met deze mevrouw, heel veel beterschap
     
                            Woensdag 17 april
                     
Ben zelf ook chauffeur en doe dat zelf ook als zoiets voor me gebeurt 
Maar als je leest dat iemand dat ook voor jou familie doet begrijp je pas wat een fijn gebaar dat is 
De beterschap en sterkte zal ze hard nodig hebben 
                            Woensdag 17 april
                     

        Heel erg bedankt namens de naasten!! Ik houd mijn naam anoniem wegens privacy van de familie
     
                            Woensdag 17 april
                     
                            Woensdag 17 april
                     
                            Woensdag 17 april
                     

        Sterkte voor de motorrijder, zo'n kantplank onder de vangrail zou overal moeten zitten.
     
                            Woensdag 17 april
                     
                            Woensdag 17 april
                     

        We reden er langs, toen het pas gebeurd was. De mensen van de blauwe auto met aanhanger verleenden 1e hulp. Moeilijke plek, in de scherpe bocht.Niet zonder gevaar ! 
Een eindje verderop stond een motorrijder a d kant, te bellen, het leek of hij zijn maat kwijt was ...?
     
                            Woensdag 17 april
                     Laat een reactie achter Uw bericht is succesvol verzonden en wordt momenteel beoordeeld!  in case of no login but captcha  Ik ga akkoord met het  Heb jij iets opmerkelijks gezien? Of wil je iets anders met ons delen? Laat het ons weten!",?/?/????
Automobilist rijdt tegen hoekwoning na botsing met scooter - NH Nieuws,"Automobilist rijdt tegen hoekwoning na botsing met scooter - NH Nieuws Automobilist rijdt tegen hoekwoning na botsing met scooter 17 april 2019, 21.58 uur 18 april 2019, 10.32 uur Inter Visual studio / Lorenzo Derksen AVENHORN - In Avenhorn is een auto hard tegen een hoekwoning aangereden.  Het ongeval gebeurde rond kwart voor negen aan de straat West.  Voordat de auto hardhandig de woning inreed, botste de wagen al met een scooter. De scooter eindigde meters verderop op de weg en de scooterrijder is met verwondingen naar het ziekenhuis gebracht. Tekst gaat verder onder de foto De hoekwoning heeft flinke schade opgelopen. De muur heeft grote scheuren, een tuinhek is omver gereden en het raam ligt er bij de woning uit. De exacte schade kan pas worden bekeken als de auto is weggesleept. De straat West is afgezet.  Inter Visual studio / Lorenzo Derksen Inter Visual studio / Lorenzo Derksen",?/?/????
Wielrenner geschept in Haarlem - Haarlems Dagblad,"Wielrenner geschept in Haarlem Een wielrenner en een auto zijn woensdagochtend in botsing gekomen op de kruising Oudeweg - Conradweg in Haarlem. De wielrenner is daarbij op de voorruit van de auto terechtgekomen. Na de eerste zorg op de plek van het ongeval, is de wielrenner met de ambulancedienst meegegaan voor verdere behandeling. De toedracht van de aanrijding is niet bekend.",17/04/2019
Auto te water in stadsgracht: 57- jarige bestuurder overleden - RTV Focus Zwolle,Zwolle – Een man 57-jarige man uit Wolvega is woensdagmorgen overleden nadat hij met zijn auto vanaf de rotonde van de Burgemeester Roelenweg met de Schuttevaerkade de gracht in was gereden. De melding kwam iets na half vijf binnen bij de hulpdiensten. De politiemensen die als eerste ter plaatste waren zijn in de gracht gesprongen. Zij probeerderen de bestuurder uit de nog drijvende auto te bevrijden. Toen de auto naar de bodem van de gracht zonk moesten zij hun reddingspoging afbreken. De agenten zijn vervolgens met spoed naar het politiebureau gebracht om onderkoeling te voorkomen. tekst gaat verder onder de foto Eén van de agenten die het water ingesprongen was met aluminium deken om onderkoeling te voorkomen. Brandweerduikers slaagden er even later in om de man uit de auto te halen. Op het droge hebben medewerkers van de ambulancedienst direct de reanimatie van de drenkeling opgestart. De ter assistentie opgeroepen traumahelikopter vloog een rondje rondom de Peperbus om vervolgens weer retour Groningen te vliegen. Het slachtoffer werd door de ambulancedienst met spoed in kritieke toestand naar het Isala gebracht waar hij later is overleden. Een berger heeft samen met een duikbedrijf uit Zwartsluis de auto uit de gracht getakeld. De afdeling verkeersongevallenanalyse van de politie heeft ter plaatse onderzoek gedaan naar de oorzaak van het ongeval.,4/?/????
Zwangere vrouw gewond bij ongeval op A4 bij afrit Hoofddorp - Haarlems Dagblad,"Zwangere vrouw gewond bij ongeval op A4 bij afrit Hoofddorp Twee auto’s zijn dinsdagochtend met elkaar in botsing gekomen op de A4 ter hoogte van afrit Hoofddorp richting Amsterdam. Twee personen, waaronder een zwangere vrouw, raakten gewond. Het ging om een kop-staartbotsing op de parallelrijbaan, beide auto’s raakten zwaar beschadigd. Twee ambulances en de brandweer werden ingezet bij de hulpverlening. De precieze toedracht van de botsing is niet bekend. Een bergingsdienst heeft de auto’s opgehaald. De ambulancedienst heeft zich ontfermd over de slachtoffers. De zwangere vrouw is voor controle naar een verloskundige gebracht. De andere bestuurder klaagde over pijn op de borst.",16/04/2019
Fietsster gewond na aanrijding met auto in Hengelo | Hengelo | tubantia.nl,"Een ambulance kwam op het ongeval af. Fietsster gewond na aanrijding met auto in Hengelo 
									HENGELO - Op de rotonde bij de Europalaan en de Bornsestraat in Hengelo-Noord is dinsdagmiddag een fietsster aangereden door een automobilist. Ze raakte gewond en moest worden behandeld in de ambulance. De automobilist zag de fietsster totaal over het hoofd en kon een aanrijding niet voorkomen. De fiets raakte zwaar beschadigd. Het verkeer ondervond even hinder van het ongeval.",?/?/????
"Zoveelste truck van de weg geraakt in 'Bermuda-driehoek' van A28 bij Spier -
Drenthe
-
DVHN.nl","Op de A28 tussen Spier en Beilen is vannacht weer een vrachtwagen van de weg geraakt. De zoveelste op exact dezelfde plek. Na een periode van relatieve rust was het afgelopen nacht weer raak. Net voorbij de oprit richting Assen reed de bestuurder van een truck met oplegger zijn combinatie het bos in. De chauffeur raakte licht gewond en werd voor de zekerheid per ambulance naar het ziekenhuis in Assen gebracht. De oorzaak van het ongeval is nog onduidelijk. De vrachtauto ging niet op de kant, maar kwam op de wielen in de strook bos langs de snelweg tot stilstand. In 2017 vier vrachtwagens op de kant De plek waar het verkeer als het ware het bos inrijdt, de vluchtstrook breder is dan elders en waar een lichte knik in de weg zit, wordt ook wel eens de Bermuda-driehoek genoemd. Op exact dezelfde plek raakten vaker vrachtauto’s van de weg. Alleen al in 2017 gingen in negen maanden tijd vier trucks op de kant. Volgens de politie blijkt uit onderzoeken van de Voa (Verkeersongevallenanalyse) niet dat er een rode draad in de oorzaak van de ongevallen zit. Ook Rijkswaterstaat, eigenaar van de snelweg, houdt het op toeval, omdat er geen reden is te denken dat er iets mis is met dit stukje van de A28. Rijkswaterstaat volgde advies politie niet op In het verleden heeft de politie al wel eens geopperd bij Rijkswaterstaat om op deze plek een aantal bomen langs de A28 te kappen. Niet dat daarmee ongevallen worden voorkomen, maar de gevolgen zijn dan minder ernstig. Dit advies heeft Rijkswaterstaat tot op heden niet opgevolgd. Word wakker met het belangrijkste nieuws uit het Noorden met onze ochtend-nieuwsupdate. ",?/?/????
