,Titel,Artikel,Datum
50,76-jarige man ernstig gewond bij ongeval in Papendrecht; automobilist aangehouden - ZHZActueel," This site is optimized with the Yoast SEO plugin v9.1 - https://yoast.com/wordpress/plugins/seo/   Twitter Cards Meta By WPDeveloper.net   END GADWP Universal Analytics  
		76-jarige man ernstig gewond bij ongeval in Papendrecht; automobilist aangehouden		 PAPENDRECHT – Een 76-jarige man uit Papendrecht is dinsdagavond 8 mei 2018 ernstig gewond geraakt bij een ongeval in zijn woonplaats. Omstreeks 18.30 uur werd de fietser aangereden door een automobilist op de Burgemeester Keijzerweg. Achter het desbetreffende voertuig hing op dat moment een caravan. Binnen enkele minuten was duidelijk dat het slachtoffer ernstig letsel had opgelopen. Daarop werd naast de ambulancedienst ook een Mobiel Medisch Team opgeroepen. Het slachtoffer is na behandeling ter plekke, onder spoedbegeleiding van de politie naar het ziekenhuis vervoerd. De politie heeft de bestuurder van de auto aangehouden. Specialisten van de politie onderzoeken het ongeval. Was u getuige? Neem dan contact op met de politie via 0900-8844. Foto’s: William van den Pol en Tiemen Schuit Dit kan u ook interesseren hoe is het met deze 76 jarige man leeft hij nog ik was wel even geschrokken daar van kunnen het even na vragen hoe het met die man gaat Zoeken op deze website ZHZ Actueel is de website met het 112-nieuws uit de regio Zuid-Holland Zuid. Wij plaatsen het nieuws uit Dordrecht, de Zwijndrechtse Waard, de Alblasserwaard, de Vijfheerenlanden en de Hoeksche Waard. 
Contact opnemen? Stuur een mail naar  . Nieuwstip? Bel, sms of WhatsApp dan naar onze tiplijn:   actief. Ook maken we gebruik van  ZHZ Actueel is de website met het 112-nieuws uit de regio Zuid-Holland Zuid. Wij plaatsen het nieuws uit Dordrecht, de Zwijndrechtse Waard, de Alblasserwaard, de Vijfheerenlanden en de Hoeksche Waard. Contact opnemen? Stuur een mail naar  . Nieuwstip? Bel, sms of WhatsApp dan naar onze tiplijn:   actief. Ook maken we gebruik van  We gebruiken cookies en delen informatie over uw gebruik van onze site met onze partners om ons websiteverkeer te analyseren, om functies voor social media te bieden en om advertenties weer te geven. ",8/5/2018
51,Beschonken automobilist aangehouden na botsing met fietser - Omroep Zeeland,"
								Beschonken automobilist aangehouden na botsing met fietser
							 
						In Sint-Annaland is vanochtend een 27-jarige man uit Litouwen aangehouden nadat hij een fietsster aanreed. De autobestuurder was onder invloed van alcohol. Het slachtoffer is met een ambulance voor controle naar een ziekenhuis gebracht.
					 Rond 09.30 uur botste de bestelbus waar de man uit Litouwen in reed op de fietster. Vermoedelijk gebeurde dat bij het keren van het voertuig. De politie heeft daarna nog urenlang onderzoek gedaan aan de Bierensstraat.  De man is meegenomen voor verhoor naar het bureau.",14/2/2019
52,Vrouw gewond bij ongeval op rotonde in Zwijndrecht - ZHZActueel," This site is optimized with the Yoast SEO plugin v9.1 - https://yoast.com/wordpress/plugins/seo/   Twitter Cards Meta By WPDeveloper.net   END GADWP Universal Analytics  
		Vrouw gewond bij ongeval op rotonde in Zwijndrecht		 ZWIJNDRECHT – Een vrouw is vrijdagmiddag 13 juli 2018 gewond geraakt in Zwijndrecht. Om 14.30 uur werd de fietsster aangereden door een automobilist op de rotonde aan de Koninginneweg. De vrouw kwam ten val, raakte gewond en moest door de ambulancedienst naar het ziekenhuis worden vervoerd voor behandeling. De politie onderzoekt de toedracht van het ongeval. Dit kan u ook interesseren Helaas zie je het steeds vaker dat automobilisten stoïcijns voor zich uit blijven kijken tijdens het afslaan. Ken je de rotonde überhaupt? 
Als je als automobilist aan komt rijden verdraai je je nekspieren om te proberen te zien of er iemand aan komt. Ook als je stil staat kun je het niet goed zien. Het is totaal niet overzichtelijk bij die rotonde.  Daarbij zijn er genoeg fietsers die hun hand niet uitsteken en door de richting van het fietspad lijkt het dan alsof mensen ook echt rechtdoor rijden in plaats van afslaan. Ze hadden fietsers daar geen voorrang moeten geven. Is veel te gevaarlijk. “Ze hadden fietsers daar geen voorrang moeten geven”????? 
Een rotonde is toch een rondlopendeweg en als je dan afslaat moet je toch het doorgaande verkeer voor laten gaan? Zowieso de fout van de automobilist. Je kan klagen wat je wilt dat doe je maar bij de gemeente dan beste A. Volgens de wet heeft de zwakkere weggebruiker altijd gelijk. Wat dacht je van kleine kinderen die uit school naar huis fietsen, die kennen ook niet alle regels Riggie. Pubers steken hun arm niet uit. Dat is algemeen bekend. Stoppen en kijken is hier de oplossing beste A. Ik rijd dagelijks meerdere keren over die rotonde en ik zie wel wat er gebeurd. Als je het daar voor elkaar krijgt om een fietser voor zijn donder te rijden zit je gewoon niet goed op te letten. 
Anticiperen heet dat, vooruit uit je doppen kijken dus. 
Voorrang moet je krijgen en mag je niet nemen dus die fietser was ook lekker slim bezig. Bij een hoop  rotondes  ondervind  ik het zelfde, automobilisten  kijken zelf niet eens rijden gewoon  kletsend, of met elkaar of mobiel  door.Wij hebben als fietsers in mijn geval schootmobiel  voorrang gekregen. 
Maar de automobilisten  nemen het. 
Heb zelf ook een ongeluk  gekregen  op rotonde. 
Ze rijden keihard  dan zijn ze net 1 seconde  eerder thuis en jij zit met de ellende. ik ken de rotonde maar al te goed  en ja daar lijkt het net alsof ze gewoon rechtdoor gaan…en er zijn zo veel ongelukken  ook daar bij het station  het is gewoon te erg   … maar als ik twijfel of ze rechtdoor gaan of af willen slaan   stop ik gewoon voor de zekerheid …dat is denk ik ook wat iedereen zou moeten doen! Zoeken op deze website ZHZ Actueel is de website met het 112-nieuws uit de regio Zuid-Holland Zuid. Wij plaatsen het nieuws uit Dordrecht, de Zwijndrechtse Waard, de Alblasserwaard, de Vijfheerenlanden en de Hoeksche Waard. 
Contact opnemen? Stuur een mail naar  . Nieuwstip? Bel, sms of WhatsApp dan naar onze tiplijn:   actief. Ook maken we gebruik van  ZHZ Actueel is de website met het 112-nieuws uit de regio Zuid-Holland Zuid. Wij plaatsen het nieuws uit Dordrecht, de Zwijndrechtse Waard, de Alblasserwaard, de Vijfheerenlanden en de Hoeksche Waard. Contact opnemen? Stuur een mail naar  . Nieuwstip? Bel, sms of WhatsApp dan naar onze tiplijn:   actief. Ook maken we gebruik van  We gebruiken cookies en delen informatie over uw gebruik van onze site met onze partners om ons websiteverkeer te analyseren, om functies voor social media te bieden en om advertenties weer te geven. ",13/7/2018
53,Fietser gewond bij ongeval in Dubbeldam - ZHZActueel," This site is optimized with the Yoast SEO plugin v9.1 - https://yoast.com/wordpress/plugins/seo/   Twitter Cards Meta By WPDeveloper.net   END GADWP Universal Analytics  
		Fietser gewond bij ongeval in Dubbeldam		 DORDRECHT – Een man is maandagmiddag 13 augustus 2018 gewond geraakt bij een ongeval in Dordrecht. Even na 16.00 uur werd de fietser aangereden door een automobilist op de Dubbelsteynlaan Oost. De ambulancedienst kwam met spoed ter plaatse en bracht het slachtoffer naar het ziekenhuis. De politie heeft ter plekke onderzoek gedaan naar het ongeval. Dit kan u ook interesseren Zoeken op deze website ZHZ Actueel is de website met het 112-nieuws uit de regio Zuid-Holland Zuid. Wij plaatsen het nieuws uit Dordrecht, de Zwijndrechtse Waard, de Alblasserwaard, de Vijfheerenlanden en de Hoeksche Waard. 
Contact opnemen? Stuur een mail naar  . Nieuwstip? Bel, sms of WhatsApp dan naar onze tiplijn:   actief. Ook maken we gebruik van  ZHZ Actueel is de website met het 112-nieuws uit de regio Zuid-Holland Zuid. Wij plaatsen het nieuws uit Dordrecht, de Zwijndrechtse Waard, de Alblasserwaard, de Vijfheerenlanden en de Hoeksche Waard. Contact opnemen? Stuur een mail naar  . Nieuwstip? Bel, sms of WhatsApp dan naar onze tiplijn:   actief. Ook maken we gebruik van  We gebruiken cookies en delen informatie over uw gebruik van onze site met onze partners om ons websiteverkeer te analyseren, om functies voor social media te bieden en om advertenties weer te geven. ",14/8/2018
54,Automobilist rijdt 9-jarig jongetje aan op kruising in Eindhoven en laat hem gewond achter - Omroep Brabant,"
								Automobilist rijdt 9-jarig jongetje aan op kruising in Eindhoven en laat hem gewond achter
							 
						Een 9-jarig jongetje heeft maandagochtend op de kruising van de Sterrenlaan met de Mercuriuslaan in Eindhoven op meerdere plekken zijn been gebroken nadat hij werd geschept door een nog onbekende automobilist. De politie is op zoek naar getuigen van het ongeval én de bestuurder, die na het ongeval direct is doorgereden.
					 Het ongeval gebeurde rond tien voor halfnegen 's ochtends. Het slachtoffer fietste samen met zijn zus. Eenmaal op de kruising werd de jongen plots geschept. De auto reed direct door in de richting van Nuenen.  De harde knal trok de aandacht van sommige omstanders. Zij worden verzocht zich te melden bij de politie.",13/11/2018
55,"Politie vermoedt wie automobilist is die fietser in Breda klemreed, kentekenplaat auto gevonden - Omroep Brabant","
								Politie vermoedt wie automobilist is die fietser in Breda klemreed, kentekenplaat auto gevonden
							 
						De politie denkt te weten wie de automobilist is die maandagmiddag in de Lindestraat in Breda opzettelijk een fietser klemreed. Hij wordt opgeroepen zich bij de politie te melden.
					 De fietser, een 47-jarige Bredanaar, werd rond tien voor vier  . Het slachtoffer raakte daarbij gewond. De gevel van een huis raakte zwaar beschadigd.   De bestuurder ging er na de aanrijding vandoor. Een van de kentekenplaten van zijn auto bleef daarbij wel achter. De politie begon meteen een onderzoek. Inmiddels is met meerdere getuigen gesproken. Het slachtoffer heeft aangifte gedaan.",30/5/2018
56, Fietser bewusteloos door ernstig ongeluk Odijk | RTV Utrecht,"RTV Utrecht - Nieuws- en sportoverzicht voor provincie en stad Utrecht.  FULL BANNER BIJ LG BOOTSTRAP  Ambulancepersoneel ontfermt zich over het slachtoffer. In de berm ligt haar fiets. Foto: Koen Laureij  - 

Op de N229 bij Odijk is vanmiddag een fietser aangereden door een automobilist. De fietser kwam ten val en raakte zwaargewond. De fiets belandde ver in de berm.
 
De fietser werd aangereden op een kruising. De toedracht van het ongeluk wordt onderzocht. Een opgeroepen traumahelikopter werd opgeroepen, maar was uiteindelijk niet nodig.  

De weg is afgesloten geweest vanaf Odijk in de richting van Werkhoven.  Ambulancepersoneel ontfermt zich over het slachtoffer. In de berm ligt haar fiets. | Foto: Koen Laureij Heb je een tip of opmerking? Stuur ons je nieuws of foto via  Copyright, Privacy en cookies",15/5/2018
57,Automobilist met slok op rijdt fietser aan in Oosterhout - Omroep Brabant,"
								Automobilist met slok op rijdt fietser aan in Oosterhout
							 
						Een 36-jarige fietser uit Breda is vrijdagavond rond kwart over zes op de Meerberg in Oosterhout aangereden door een auto. De 35-jarige bestuurder had drie keer te veel gedronken en had geen rijbewijs op zak.
					 De fietser raakte gewond. De ernst van zijn verwondingen is niet duidelijk. De auto is onder toezicht gesteld totdat de bestuurder zijn rijbewijs inlevert bij de politie.  De automobilist moet ook nog een verklaring afleggen over de toedracht van het ongeluk. ",7/4/2018
58,Automobilist gepakt na opzettelijk aanrijden man in Huizen [... - De Gooi- en Eemlander," AntiAdBlock service down   start: inline style from widgets   load polyfills for IE & older browsers, sadly this needs to be blocking because of video embeds using Promise  Automobilist gepakt na opzettelijk aanrijden man in Huizen [update] Een automobilist is in de nacht van zaterdag op zondag met hoge snelheid op de vlucht geslagen nadat hij in Huizen bewust een 19-jarige man op een fiets had aangereden. De verdachte werd enkele uren later aangehouden door de politie. Het ongeluk gebeurde rond 03.20 uur op de Gooilandweg, vlakbij de E. Ludenstraat. Nadat de fietser door de auto werd geraakt, knalde het voertuig nog tegen een muurtje dat daardoor omviel. De politie maakte zondag in de loop van de ochtend bekend dat de verdachte, een 18-jarige man uit Huizen, eerder zaterdagavond ruzie had gehad met het slachtoffer in een horecagelegenheid aan het Plein 2000. Onderzocht wordt wat er precies is voorgevallen tussen de twee jonge inwoners van Huizen. Getuigen van het conflict in de horecagelegenheid en de aanrijding zijn opgeroepen zich te melden. De twee zouden eerder in de nacht een conflict hebben gehad. De politie komt graag in contact met getuigen, zowel van de aanrijding als van het conflict in een horecazaak aan het   Load Facebook SDK for JavaScript   Your embedded comments code  Meer nieuws uit Gooi en Eemland  Keuze van de redactie __widgetgroup start renderer      __widgetgroup end renderer       __widgetgroup start renderer      Lees hier de digitale editie __widgetgroup end renderer       __widgetgroup start renderer      __widgetgroup end renderer       __widgetgroup start renderer      __widgetgroup end renderer       __widgetgroup start renderer      __widgetgroup end renderer       __widgetgroup start renderer      __widgetgroup end renderer        start: inline scripts from widgets   end: inline scripts from widgets ",15/07/2018
59,Dronken man rijdt bejaarde fietser dood: half jaar cel geëist - Omroep Brabant,"{""@context"":""http://schema.org"",""@type"":""NewsArticle"",""mainEntityOfPage"":{""@type"":""WebPage"",""@id"":""https://www.omroepbrabant.nl/nieuws/240266/Dronken-man-rijdt-bejaarde-fietser-dood-half-jaar-cel-geeist""},""headline"":""Dronken man rijdt bejaarde fietser dood: half jaar cel geëist"",""image"":{""@type"":""ImageObject"",""url"":""https://img-brabant.rgcdn.nl/12d5c33b27af4472895ed4768eda7e6a/opener/Foto-Christian-Traets-SQ-Vision.jpg"",""width"":770,""height"":433},""datePublished"":""2018-03-28T11:55:20+02:00"",""dateModified"":""2018-09-06T09:42:48.0028943+02:00"",""author"":{""@type"":""Person"",""name"":""Redactie""},""publisher"":{""@type"":""Organization"",""name"":""Omroep Brabant"",""logo"":{""@type"":""ImageObject"",""url"":""http://www.omroepbrabant.nl/Content/Amp/Images/brabant/logopublisher.png"",""width"":600,""height"":60}},""description"":""Een man uit Zegge moet als het aan het openbaar ministerie ligt een half jaar de cel in voor het veroorzaken van een dodelijk ongeval. Het OM acht bewezen dat hij in oktober vorig jaar een 75-jarige fietser uit Oudenbosch heeft doodgereden op de Zeggeweg in Oudenbosch. De automobilist had drie keer zoveel gedronken als is toegestaan. Het ongeluk gebeurde op 9 oktober 2016. Het slachtoffer was op bezoek geweest bij een van zijn zonen in Roosendaal. &quot;Als de treinen naar Roosendaal die dag gereden hadden, was&nbsp;dit nooit gebeurd,&quot; zei schoondochter&nbsp;Monique Vissers in de verklaring die ze namens de familie voorlas. Kenmerk van dronkenschap Net als de officier van justitie haalde ze fel uit naar de verdachte die 'willens en wetens teveel risico heeft genomen door met teveel alcohol op achter het stuur te kruipen.&quot; De man (47 jaar) uit Zegge had ongeveer zes flesjes Grolsch gedronken, maar achtte zich desondanks nog in staat om te rijden. &quot;Dat is nou juist een van de kenmerken van dronkenschap&quot;,&nbsp; betoogde het OM. &quot;Mensen worden er overmoedig van.&quot;   Volgens het OM&nbsp;heeft de man onder invloed van alcohol&nbsp;een bocht in de Zeggeweg gemist en reed hij zo de fietser aan. Behalve&nbsp;de celstraf legde het OM de man ook 18 maanden ontzegging van de rijbevoegdheid op. Met het oog op zijn beroep, de verdachte werkte tot aan het ongeluk als vrachtwagenchauffeur, is een jaar daarvan voorwaardelijk. Omdat hij meteen na het ongeluk zijn rijbewijs moest inleveren en dat pas in april weer terugkreeg, heeft hij de onvoorwaardelijke rijontzegging van zes maanden feitelijk al erop zitten.  Man is bereid tot werkstraf Advocaat mr.&nbsp;Gulickx vroeg de rechtbank om rekening te houden met het feit dat de verdachte na het ongeluk ook zijn baan en inkomen is kwijtgeraakt. &quot;Hij is bereid tot een werkstraf, dus een werkstraf met een voorwaardelijke celstraf zou meer op zijn plaats zijn.&quot;  De rechtbank komt op 11 april met de uitspraak.""} 
						Een man uit Zegge moet als het aan het openbaar ministerie ligt een half jaar de cel in voor het veroorzaken van een dodelijk ongeval. Het OM acht bewezen dat hij in oktober vorig jaar een 75-jarige fietser uit Oudenbosch heeft doodgereden op de Zeggeweg in Oudenbosch. De automobilist had drie keer zoveel gedronken als is toegestaan.
					 Het ongeluk gebeurde op 9 oktober 2016. Het slachtoffer was op bezoek geweest bij een van zijn zonen in Roosendaal. ""Als de treinen naar Roosendaal die dag gereden hadden, was dit nooit gebeurd,"" zei schoondochter Monique Vissers in de verklaring die ze namens de familie voorlas. Kenmerk van dronkenschap  Net als de officier van justitie haalde ze fel uit naar de verdachte die 'willens en wetens teveel risico heeft genomen door met teveel alcohol op achter het stuur te kruipen."" De man (47 jaar) uit Zegge had ongeveer zes flesjes Grolsch gedronken, maar achtte zich desondanks nog in staat om te rijden. ""Dat is nou juist een van de kenmerken van dronkenschap"",  betoogde het OM. ""Mensen worden er overmoedig van.""  Volgens het OM heeft de man onder invloed van alcohol een bocht in de Zeggeweg gemist en reed hij zo de fietser aan. Behalve de celstraf legde het OM de man ook 18 maanden ontzegging van de rijbevoegdheid op. Met het oog op zijn beroep, de verdachte werkte tot aan het ongeluk als vrachtwagenchauffeur, is een jaar daarvan voorwaardelijk. Omdat hij meteen na het ongeluk zijn rijbewijs moest inleveren en dat pas in april weer terugkreeg, heeft hij de onvoorwaardelijke rijontzegging van zes maanden feitelijk al erop zitten. Man is bereid tot werkstraf  Advocaat mr. Gulickx vroeg de rechtbank om rekening te houden met het feit dat de verdachte na het ongeluk ook zijn baan en inkomen is kwijtgeraakt. ""Hij is bereid tot een werkstraf, dus een werkstraf met een voorwaardelijke celstraf zou meer op zijn plaats zijn.""  De rechtbank komt op 11 april met de uitspraak.",28/3/2018
60,Automobilist pleegt vluchtmisdrijf na aanrijding met fietser in Merksem - ATV,"Mobiliteit en Verkeer Automobilist pleegt vluchtmisdrijf na aanrijding met fietser in Merksem Vanmiddag is een fietsster zwaargewond geraakt bij een ongeval in Merksem.   Een automobilist reed de tweewieler aan op het kruispunt  van de Bredabaan en de Oudebareellei in Merksem. De chauffeur stopte niet en liet de vrouw zwaargewond achter. De fietsster werd naar het ziekenhuis gevoerd.  een getuige heeft een verklaring afgelegd bij de politie. Die spoort de chauffeur intussen op. Mobiliteit en Verkeer  var livePlayerSource = ""livestream""; var videoPlayerSource = ""streamone"";   Deze website maakt gebruik van cookies om instellingen te onthouden en website-statistieken bij te houden. Met onderstaande knop geeft u toestemming voor het plaatsen van dergelijke cookies.   Meer info over onze cookie policy vindt u ",18/12/2018
61,"Omstanders doken water in na ongeluk 's-Heerenberg, maar konden vrouw niet redden - Omroep Gelderland","
					Bij 's-Heerenberg is een 63-jarige automobiliste uit Terborg om het leven gekomen. Het ongeluk gebeurde gisteravond aan de Elsepasweg in de N827, op de grens met Duitsland.
				 De vrouw raakte de macht over het stuur van haar auto kwijt en belandde in het water van het Netterdenscher Kanal. Hoe het ongeluk heeft kunnen gebeuren, is nog niet bekend. Wel vertelt politiewoordvoerder Frank de Valk over hoe omstanders te hulp schoten. 'Passanten hebben meteen actie ondernomen en zijn het water in gegaan', vertelt hij op Radio Gelderland. 'Samen met de hulpdiensten hebben ze de vrouw aan het water gehaald. Die is nog gereanimeerd, maar dat heeft niet mogen baten.' Hulpdiensten zochten ook nog naar andere inzittenden, maar die bleken er niet in de wagen te zitten. Heeft u opmerkingen of aanvullingen op dit bericht? Mail dan met de redactie:  Wij willen graag weten in welke omgeving u woont, zodat we u meer nieuws uit uw eigen regio kunnen aanbieden. Daarom willen we graag uw locatie weten als u de website van Omroep Gelderland bezoekt. De gegevens over uw woonplaats of andere data worden anoniem verzameld en nooit gedeeld met anderen.",5/7/2018
62,Weer aanrijding op Leidseweg bij Groote Vink - Sleutelstad.nl," End Google Tag Manager   This site is optimized with the Yoast SEO plugin v9.6 - https://yoast.com/wordpress/plugins/seo/   This site uses the Google Analytics by MonsterInsights plugin v7.4.2 - Using Analytics tracking - https://www.monsterinsights.com/   / Google Analytics by MonsterInsights  Simple Popup Plugin v4.0 / RH Mods Weer aanrijding op Leidseweg bij Groote Vink 
		Weer aanrijding op Leidseweg bij Groote Vink		 Op de inmiddels beruchte oversteekplaats op de Leidseweg in Leiden heeft gisteren weer eens een aanrijding plaatsgevonden. Ook dit keer werd een overstekende fietser geschept door een personenauto. De automobilist kwam met de schrik vrij en ook de fietser bleef ongedeerd, zo bleek na onderzoek in de ambulance. Snap niet dat de fietsers hier voorrang hebben, totaal onoverzichtelijk van twee kanten fietsers.. Patrick Van de Graaf je moet daar gewoon uit kijken als je weet dat fietsers daar voorrang hebben. En is gewoon makkelijk te zien mischien moeten mensen minder met andere dingen bezig zijn dan met auto rijden scheelt de helft👍 Beste Arjan, beide moeten uit kijken en met het verkeer bezig zijn. 
Ik als verlengde bestel bus rijder maal nog heel vaak meer Dat fietsers rechts in halen . Ook dat ze je dode hoek in duiken. Kortom niet alles is te overzien Niet iedereen weet dat en als een fietser daar ineens oversteekt… Fietsers zelf kunnen ook wel iets beter opletten. Voorrang of niet, als fietser verlies je het altijd van een auto.  Gewoon effe kijken of je ook echt voorrang krijgt. Doet veel minder zeer als er een automobilist zit te suffen. Matthijs van Weezepoel gewoon vooruit kijken en langzaam rijden zeker op zulke kruisingen 🤗 Er gebeuren hier zo veel ongelukken, gister dit  ongeluk zien gebeuren 😒gemeente doe hier wat aan. Selinda Verhoeven nee, automobilist doe hier wat aan. Nee fietser let ook op en als het niet lukt neem geen voorrang maar wacht even af Ik vind het als automobilist wel altijd een lastig stuk. Ik weet dat fietsers dat voorrang hebben,  dus ik stop altijd. Maar vanuit de Stevenshof is het een ontzettend lastige hoek om te kijken of er iemand aankomt… Wat een onzin, je begint voor het afbuigen toch al met kijken? Alweer jeetje zeg blijf aan de gang daar Gewoon rustig rijden en goed kijken wat is daar moeilijk aan 
Als we dan toch de rijnlandroute boren Die drempel kan wel wat steiler Sharona van Buul is dit mischien wat we hoorde vanmorgen Orianda Joel Du Prie  nee Gewoon goed kijken,,,,enen fietser rustig naderen helpt ook….. niet alleen de automobilist moet uitkijken maar de fietsers ook Snap dat niet hoor. Je kan toch van te voren al observeren of er fietsers zijn. Kortom, allemaal een beetje uitkijken. En een paar zigzagstrepen op de weg doet het autoverkeer ook wat afremmen. LED verlichting op de oversteek wil de gemeente leiden niet aan, terwijl het zoveel veiliger wordt. Gemeente Leiden doe hier eens wat mee!! Zo gevaarlijk daar!!! 
De verlichting zou daar ook beter kunnen!!! Snap niet dat de gemeente daar niets aan doet. 🤔 Kijk Nanda van Buuren! Ah fijn om te lezen dat hij ongedeerd was. Vroeg t me toch af hoe het met hem was! de gemeente  en er iets aan doen is trekken aan een dood paard Luister naar Sleutelstad 93.7 FM MELD JE AAN VOOR DE NIEUWSBRIEF Vanaf nu ontvang je de dagelijkse nieuwsbrief!
         Radioreportages & interviews  BEGIN JS TAG - sleutelstad.nl_0082_102_APP_sizeless < - DO NOT MODIFY  MELD JE AAN VOOR DE NIEUWSBRIEF Vanaf nu ontvang je de dagelijkse nieuwsbrief!
          Dynamic page generated in 0.471 seconds. ",29/1/2019
63,Tim (19) uit Tilburg omgekomen bij verkeersongeval op Malta - Omroep Brabant,"Het ongeluk gebeurde op Malta. Foto: Wikimedia Commons. 
						De Brabantse Tim (19) is dit weekend overleden na een verkeersongeluk op Malta. Hij was vrijdag opgenomen in het Mater Dei ziekenhuis op het eiland, nadat hij werd aangereden toen hij op een boulevard in St. Julian's liep. De artsen konden hem niet meer redden.
					 Tim studeerde Bedrijfseconomie aan Tilburg University en gaf bijles aan middelbare scholieren. Hij woonde op kamers in Tilburg.  Bij het ongeval op de George Borg Olivier Straat, raakten zeven andere mensen gewond.  Het gaat om drie andere Nederlanders, twee Britten en twee Kroaten. Een automobilist reed de stoep op, waarbij hij de voetgangers raakte. De 20-jarige automobilist was de controle over het stuur verloren, hij zou teveel gedronken hebben. Hij is gearresteerd. Eerder studeerde Tim aan het St. Willibrord Gymnasium in Deurne, waar hij in juni 2017 afstudeerde. Op verzoek van de familie noemen we de achternaam van Tim niet.",8/7/2018
64,Mag je straks helemaal geen telefoon meer in je hand houden op de fiets? - NRC,"N.B. Het kan zijn dat elementen ontbreken aan deze printversie. Mag je straks helemaal geen telefoon meer in je hand houden op de fiets? Verbod op appen in het verkeer  Vanaf juli volgend jaar mogen zowel automobilisten als fietsers geen smartphone meer gebruiken in het verkeer.   Vanaf juli 2019 is bellen of appen op de fiets verboden.  Een algeheel verbod op het gebruik van mobiele informatiedragers (smartphone, laptop of geluidsdragers) in het verkeer. Dat wil minister Cora van Nieuwenhuizen (Infrastructuur en Waterstaat, VVD)  . Dinsdag heeft zij   een wetswijziging  naar de Tweede Kamer gestuurd. Wat betekent dat  voor de appende fietser of de automobilist die op zijn mobieltje zijn navigatie even wil raadplegen?  Wat gaat er veranderen?  Voor al het gemotoriseerd verkeer  is het sinds 2002 al verboden om  achter het stuur te bellen of te appen. Bellende fietsers werden niet als een gevaar beschouwd. Het verbod is nu uitgebreid met alle elektronische apparaten, dus ook de laptop, de mobiele navigator of geluidsdragers als de iPod. Fietsers vallen nu ook onder dat verbod omdat volgens de minister „de verleiding van het bellen of van het lezen en schrijven van berichten onderweg” te groot is geworden. Waarom nu die wetswijziging?  Sinds 2002 is er veel meer bekend over de risico’s.  Uit recent Amerikaans onderzoek bleek dat het bellen via een   telefoon de kans op een ongeval verdubbelt. Uit Europees onderzoek bleek dat  Europese automobilisten 10 procent van hun reistijd besteden aan  bellen of  appen. De Tweede Kamer dringt dan ook al langer aan op aanscherping van het verbod.  Wat mag er nu wel en niet?  Wie in het verkeer een mobiel elektronisch apparaat in zijn handen heeft, is in overtreding.  De mobiele navigator in de auto of de fiets mag, zolang het maar geen afleiding vormt. Is het verbod handhaafbaar?   Een fietser die bellend of append gesignaleerd wordt, is zichtbaar en dus makkelijk te traceren en aan te houden. Voor automobilisten  volstaat de waarneming dat hij bellend achter het stuur zit en hoeft de agent alleen nog maar zijn kenteken te registreren.  Is er draagvlak voor?  Volgens de Fietsersbond, de ANWB en andere belangengroepen in het wegverkeer wel degelijk. Minister Van Nieuwenhuizen zei het zo „vroeger dacht je bij slingerende auto’s aan dronken bestuurders. Nu weet je dat iemand bezig is met zijn mobieltje. We denken dat we kunnen multitasken, maar we kunnen het niet.”  
				Heeft u een tip over dit onderwerp, ziet u een spelfout of feitelijke onjuistheid?
				We stellen het zeer op prijs als u ons daarover een bericht stuurt.
				U kunt ons ook ",?/?/????
